Lable,Tweet
positive,37.9% The highest drama rating for this year!! #MyGoldenLife jinja Daebak! Wait until DoKyung &amp; JiAn meet up sure the rating gonna be even more higher!! https://t.co/4UawOl4uYQ
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
neutral,I think the writer nim is gonna pull the amnesia trope on us. Ugh!! 😤 #MyGoldenLife ep 22
positive,Half wishing Ji An will be rescued by the dye artist. She will later pursue sculpture. Will become anonymously famous for her artworks. Please bounce back soon Ji An #MyGoldenLife
positive,37.9% The highest drama rating for this year!! #MyGoldenLife jinja Daebak! Wait until DoKyung &amp; JiAn meet up sure the rating gonna be even more higher!! https://t.co/4UawOl4uYQ
positive,akhirnya! finally! REAL VILLAIN is here. your beloved sister is always your nemesis. haha #MyGoldenLife https://t.co/0ecUQiHbHW
neutral,#MyGoldenLife Epi.19 e 20. Download&amp;Online: https://t.co/7XP8i93qHl
neutral,Puppy 💔 #MyGoldenLife https://t.co/jgrXwihYK1
neutral,When she only appears for 2 mins in this episode #MyGoldenLife https://t.co/mzOKOQJ7Nx
positive,Swee just watched My Golden Life S01E22 - Episode 22. #mygoldenlife https://t.co/kWSnqOaTFp #tvtime
positive,Happy Monday! I maybe quite busy at work but then here at the apartment I was able to watch 2 latest episodes of #MyGoldenLife Seo Ji San there are two men who are really worried on you Choi Do Kyung &amp; Sun Hyuk so please be safe! 😊😍😘
neutral,#MyGoldenLife all 2 family suffer from this story however waiting ja return !! https://t.co/2AEDuU0ESF
neutral,Im praying that Jisoo doesn't become a bitch skkwkxkqksk #MyGoldenLife
neutral,#MyGoldenLife Epi.19 e 20. Download&amp;Online: https://t.co/7XP8i93qHl
positive,please dont throw that cliche AMNESIA shit to me right now. argh why JiAn come back too early? #MyGoldenLife https://t.co/UB0yU5dc09
negative,TRUTH! why everyone said I'm rude for talking back to my boss? we're having CONVERSATION la. #MyGoldenLife https://t.co/lslJcoW0Q7
positive,Interesting article about my fav young actress #ShinHyeSun ! ''GOLDEN'' Shin HyeSun from supporter role to the irreplaceable most highest rating heroine !! Woohoooo daebak my SHS 💋💋 #MyGoldenLife https://t.co/4jp1ZziyFh
neutral,die la you. yesterday you chased JiAn away today you missed her already. haha #MyGoldenLife https://t.co/ZqdlEhA0cM
positive,Jisoo has many reason going to her real family 1. She angry with the other parents. 2. She think the other parents doesnt think her as their daughter 3. She wants to save her parents too so they wont go to jail #MyGoldenLife
positive,#MyGoldenLife #황금빛내인생 #Episode22 So basically: 1. Only Do Kyung and Jian's father are actually looking for her and Hyuk and her youngest brother are worried about her. 2. Hyuk believes Jian dated DK 3. DK's mother is depressed 4. Hyuk is the first to find Jian
negative,Ratings 12.11.17 #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove :... https://t.co/K3zIZWbBFj
positive,Interesting article about my fav young actress #ShinHyeSun ! ''GOLDEN'' Shin HyeSun from supporter role to the irreplaceable most highest rating heroine !! Woohoooo daebak my SHS 💋💋 #MyGoldenLife https://t.co/4jp1ZziyFh
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,Interesting article about my fav young actress #ShinHyeSun ! ''GOLDEN'' Shin HyeSun from supporter role to the irreplaceable most highest rating heroine !! Woohoooo daebak my SHS 💋💋 #MyGoldenLife https://t.co/4jp1ZziyFh
negative,Just finished watching #MyGoldenLife ystrdays ep! My poor JiAn she only appears at the end of this ep without saying a words! https://t.co/MIotVBbNOR
positive,Interesting article about my fav young actress #ShinHyeSun ! ''GOLDEN'' Shin HyeSun from supporter role to the irreplaceable most highest rating heroine !! Woohoooo daebak my SHS 💋💋 #MyGoldenLife https://t.co/4jp1ZziyFh
negative,Ratings 12.11.17 #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove :... https://t.co/K3zIZWbBFj
positive,Sunwoo Hyuk looking so good wearing turtleneck sweater 😍 #MyGoldenLife #KDrama
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171105: #MyGoldenLife : 36% #BadThiefGoodThief : 9.9% | 13.4% #Black : 3.2% #RevolutionaryLove : 2.5%
positive,#MyGoldenLife #황금빛내인생 #Episode22 So basically: 1. Only Do Kyung and Jian's father are actually looking for her and Hyuk and her youngest brother are worried about her. 2. Hyuk believes Jian dated DK 3. DK's mother is depressed 4. Hyuk is the first to find Jian
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,done watching @park_sihoo as #DoKyung and @tellenths as #JiAn #MyGoldenLife ep 22 super drama till next week's ep
positive,My top drama this month: 1. #WhileYouWereSleeping 2. #MyGoldenLife 3. #WitchsCourt 4. #Andante I dropped #MadDog #ThePackage #20thCenturyBoysandGirls #BecauseThisIsMyFirstLife  #RevolutionaryLove #TemperatureOfLove
negative,#MyGoldenLife i dislike Ji An :/
negative,#MyGoldenLife is annoying. Everyone only care about Ji An and i feel like Jisoo is unwanted even in her two houses. Cannot feel the chemistry between her and her real family esp her real parents at all
neutral,Same here. But I don't dislike Jisoo either. LoL! I understand her well. #MyGoldenLife https://t.co/Db26o24L9N
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
positive,37.9% The highest drama rating for this year!! #MyGoldenLife jinja Daebak! Wait until DoKyung &amp; JiAn meet up sure the rating gonna be even more higher!! https://t.co/4UawOl4uYQ
positive,There's nothing special or new in this drama but I still watching it..lol At least this drama doesn't drag things..lol #MyGoldenLife https://t.co/ClcSNfzKET
neutral,so mrs. no actually saw her daughter and the kidnapper but she ignored her? #MyGoldenLife
positive,37.9% The highest drama rating for this year!! #MyGoldenLife jinja Daebak! Wait until DoKyung &amp; JiAn meet up sure the rating gonna be even more higher!! https://t.co/4UawOl4uYQ
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,This is a classic example of "misunderstanding". #MyGoldenLife EP. 22 is now available on Viu. ►... https://t.co/qpnsMjgJ0o
negative,@dancerNiNi She misunderstood Ji An and her Dad foster mom(the real bad one!) #MyGoldenLife
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,37.9% The highest drama rating for this year!! #MyGoldenLife jinja Daebak! Wait until DoKyung &amp; JiAn meet up sure the rating gonna be even more higher!! https://t.co/4UawOl4uYQ
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,akhirnya! finally! REAL VILLAIN is here. your beloved sister is always your nemesis. haha #MyGoldenLife https://t.co/0ecUQiHbHW
negative,Just finished watching #MyGoldenLife ystrdays ep! My poor JiAn she only appears at the end of this ep without saying a words! https://t.co/MIotVBbNOR
positive,Ok so the main character was only shown in the last 30 secs and it seems like she has an amnesia😩. Why do KDramas and Pinoy dramas LOVE the amnesia plot🙄? Poor Ji Soo everybody from Hyuk to her real and 2nd family loves Ji An more than her Miss No misses her! #MyGoldenLife https://t.co/MOsGBFIvhT
negative,While Jian actually thinking of her mistakes for going to Haesong because of money. Thats why she felt guilty towards everybody include Jisoo and dont dare to tell. Jian quite a secretive and lonely person. #mygoldenlife.
negative,And thats why she slapped Jian.. Because Jian thinks too narrow. Try to solve problem by herself while she had a twin sister to help her.to her Jian's attitude shows that Jian doesnt recognize her as her twins anymore. #mygoldenlife
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,And only she can do that attitude because she is the real daughter. She is in really good time now to show her real attitude : like mother like daughter😏 #MyGoldenLife
neutral,So that her parent wont be in trouble of her real parents. #MyGoldenLife
negative,Jisoo always think that blood related does not important before she knnow the truth. She still thinks like that if she is real selfish she will still stay comfort at seo's house. She is not selfish. She went to the real parents when mr. Seo told her to. #MyGoldenLife
negative,Its quite sad for jisoo because she thought her dad called her despite of her real dad. #MyGoldenLife
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
positive,She able to think more than that you know she isnt dumb she is a nurse before she works at the bakery. #MyGoldenLife
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,Jisoo has many reason going to her real family 1. She angry with the other parents. 2. She think the other parents doesnt think her as their daughter 3. She wants to save her parents too so they wont go to jail #MyGoldenLife
neutral,#MyGoldenLife will save 2017 😭👏🏻👏🏻👏🏻 https://t.co/idm10IBsoa
positive,Someone needs to quickly let this boi know of the girls’ relationship #MyGoldenLife https://t.co/z5nfYqfTFk
negative,Oh Ji Soo you were so quick to judge #MyGoldenLife can't imagine how much anger she would gain once she discovers that Mr. Sunwoo likes JiAn
positive,There’s another character manoeuvring events in #MyGoldenLife 1. Who sent the letter to Mr. Choi? (JiAn is not ur daughter) 2. Who spread photos of Do Kyung and Ji An?
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,Romantic! Fantastic! I fall in love with #MyGoldenLife #황금빛내인생 #ParkSiHoo #ShinHyeSun ❤ #drama #kdrama #EP19 https://t.co/5CRHHq2Yan
negative,Omg i really hate jisoo she only thinks about herself #MyGoldenLife
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,OMFG please no to amnesia plot! ugh! I've been refreshing the kissasian site but they have not uploaded epi 22 yet! what's taking them so long today? #MyGoldenLife https://t.co/8jpbspjsTl
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,#MyGoldenLife just became the most watched series of 2017?😱 I won't sleep until episode 22 is subbed! Somebody upload it NOW!!😩 https://t.co/NkEzT0890P
neutral,Omo! #MyGoldenLife 👏👏 But I still haven't watched that drama. 😂 https://t.co/vjXj9YZM8U
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,I've just watched episode S01E21 of My Golden Life! #mygoldenlife https://t.co/NfbULzj19f #tvtime https://t.co/GX7LU1pS2t
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,This thread is literally me after watching #mygoldenlife except I don't really hate Jisoo cause I can see why she would be upset not that what she did too Jian is okay specially with how ep 21 ended asfbnl https://t.co/yZHYfBjy5D
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
negative,Ratings 171112: #MyGoldenLife : 37.9% #ManWhoSetsTheTable : 9.7% | 12.6% #Black : 3.4% #RevolutionaryLove : 2.6%
positive,Someone needs to quickly let this boi know of the girls’ relationship #MyGoldenLife https://t.co/z5nfYqfTFk
positive,Man i need all the eps for #MyGoldenLife 😆 I'm so glad Hyuk found Ji An. I hope Ji An didn't lose her memories tho 😢
positive,Someone needs to quickly let this boi know of the girls’ relationship #MyGoldenLife https://t.co/z5nfYqfTFk
negative,that epsiode was confusing as hell i dont understand why ji an is suddenly drying seaweed and why did we literally only see her for 30 seconds of the whole entire episode ??? what happen to her in the forest? does she have amnesia? or like what #MyGoldenLife
neutral,Ji Soo please don’t ruin it 😧 #MyGoldenLife https://t.co/TyEEdpqsNd
positive,Ji An you owe us a significant back story #MyGoldenLife https://t.co/K2hlqGk7L0
neutral,It’s Hyuk this time!!!! #MyGoldenLife .... but I hope Ji Soo will not ruin it 😞 https://t.co/kAK4ecGTkp
neutral,Someone tell me what happen to seo jian?? #MyGoldenLife
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
neutral,Is the bodyguard and the wife in on this together? Hmm. #MyGoldenLife
positive,I still don't get why #MyGoldenLife has such a high rating when it's the SAME OLD STORY. I consider its rivals #MoneyFlower and #ManWhoSetstheTable WAY BETTER and interesting. Pfft.
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
positive,@missienelly But I LOVE #BravoMyLife
neutral,Rating EP.1 MoneyFlower - 돈꽃 20171111 . #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% . #장혁 #janghyuk #จางฮยอก #장혁태국 #janghyukthailand #HyukSpam #KangPilJu #MoneyFlower #돈꽃 #ParkSeYoung #NaMoYeon #MBC https://t.co/wAQoDzaGNc
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
negative,Ratings 171111: #MyGoldenLife : 32.3% #MoneyFlower: 10.3% | 12.7% #BravoMyLife : 6.8% | 6.9% | 7.2% | 7.3% #GoBackSpouses : 6% #Black : 3% #RevolutionaryLove : 2.8% #ThePackage : 1.9%
neutral,Our biggest fans this week: @joburgtheatre @joswalker @smuts_johan. Thank you! via https://t.co/AQtIEq8FEg https://t.co/XHbXfJi0PE
positive,This scene really warms my heart their feeling look so pure just need a little push. Ha Ri yah Kim Min Joon really worry &amp; take care of you his eyes say everything 😍😍😍 but we want more esp HUG dear @MyloveKBS 🙏🏻 #MadDog #WooDoHwan #RyuHwayoung https://t.co/Qc07zDwQvo
positive,Whoa this couple. Even without skinship even only with their stares I could feel that there's love between them 😍❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/rftMSqex0S
negative,He got disappointed that it isn’t Hari lmaooo #MadDog https://t.co/sHVnGkKKYf
positive,Sorry not sorry But I wanna kiss his tears away OMG I am so in love with #WooDoHwan (like I am with so many) #MadDog https://t.co/mRiFxRFasr
positive,About to watch ep 3 it was getting pretty good #MadDog #bingewatching #kdrama
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,I liked a @YouTube video https://t.co/IQY1PmV836 STICKING IT SOMEWHERE FISHY ♡ STICK FIGHT: THE GAME
positive,🔴 LIVE! Get ready for ultimate fun! Come and join me right now https://t.co/XBdCm26raZ
positive,every episode im even more stunned by his beauty.. what a wonderful time to be alive.. #매드독 #MadDog #우도환 #WooDoHwan https://t.co/n0LLaSjKIy
negative,Damn MADDOG made me twisted
neutral,MadDog went MadNuts @MadDogSams
neutral,Cheetah the truly shipper of Minjoon-Hari ㅋㅋㅋ #MadDog https://t.co/pZP37fqGpp
neutral,MadDog went MadNuts @MadDogSams
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
negative,we dead https://t.co/lUys7DptdZ
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,#KimRaeWon filming today at Coex .. BlackKnight? Cr: Weibo https://t.co/yMvxYzwXLK
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,It amazes me how amazing you are 😍💜🔥
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,Mad Dog cast surprising Jo Jaeyun with a birthday cake on set.. I can hear Dohwan's singing this is so cute!! #매드독 #MadDog #우도환 #WooDoHwan https://t.co/Cz2EhorWHU
positive,This scene really warms my heart their feeling look so pure just need a little push. Ha Ri yah Kim Min Joon really worry &amp; take care of you his eyes say everything 😍😍😍 but we want more esp HUG dear @MyloveKBS 🙏🏻 #MadDog #WooDoHwan #RyuHwayoung https://t.co/Qc07zDwQvo
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,@rachelcarver25 @maddog_millah99 @aberdoos @sydney_hawkins8 Proud friends❤️❤️❤️
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,@ohsshari @akinesp_ Like why didn’t the guy FILMING IT say anything???
positive,Is there such a thing as being happy when you’re alone but still wanting to be invited to events and included in groups?
neutral,Maddog McGraw 7/23/17 https://t.co/rGYFEPY6ad
positive,Whoa this couple. Even without skinship even only with their stares I could feel that there's love between them 😍❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/rftMSqex0S
neutral,I've just watched episode S01E12 of Mad Dog! #maddog #tvtime https://t.co/h0DwbthVoC https://t.co/fIhwQn95XB
positive,We found the first kiss with ur boy under the moonlight at 2am sharing a maddog wit bendystraws
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
positive,#Hiphop #MichiganMusic #MusicVideo "INVASION " By Sincere Maddog 16 D.R.A.C Pope &amp; Ichiban https://t.co/TFxZMYBRPx
neutral,i️ impulsively bought my hangout fest ticket while eating shitty panda express today. all is well.
neutral,Tonight begins the final weekend of the smash hit “Clue” as present by the @nddons Jugglers… https://t.co/Si5Ms71rAg
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,WHAT A TWIST !! 😱😱😱😱 #매드독 #MadDog https://t.co/m5hDEMwRX7
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Those 3 seconds when kim minjoon give hari his jacket and those 3 seconds stare of his MAKE ME SQUELLIIINGGG #maddog
neutral,The men’s concerns for Hari who thoughtlesslyput herself in danger :’) #MadDog https://t.co/YEHpZmoPRs
neutral,If Radford ever had a football team Maddog would 100% be the sponsor
neutral,Mad Dog still cut #매드독 #maddog https://t.co/pIHTYoXDYe
positive,He looks so good in caps 😊 #woodohwan #maddog #우도환 #매드독 https://t.co/ncoqffEWEi
negative,And I clearly remember the way Lee Young-ho stare at Ha-ri in police station. I hope I'm wrong but that's all make sense to confront #MadDog team 😐
positive,I'll take a wild guess. Ha-ri will become Hyun-gi's target to hurt #MadDog team. Remember what he said about "emotions" when he saw Min-joon came to Ha-ri in ep 11 🤔
positive,i’m trying to move on from this week’s eps and KBS posts this 😭😭😭❤️❤️❤️ i really don’t know how to recover after watching #MadDog #매드독 https://t.co/e72x3DkLqz
positive,We found the first kiss with ur boy under the moonlight at 2am sharing a maddog wit bendystraws
positive,KW and MJ convo on the first part of #MadDog ep12 is heartbreaking. Ji Tae and Do Hwan acting 👍
positive,Offense struggled in the first half but they certainly picked it up in the second half. Steelers move to 8-2 and remain on top of the AFC. #Steelers
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
negative,I want Landry Jones to throw a touchdown here lol.
neutral,4 interceptions for the Steelers defense tonight.
positive,@sasalerno @Maddog_219 Absolutely
positive,Triangle Love 🙈🙈🙈 #MadDog https://t.co/FVyERkucj5
