Category,Tweet
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,[TRANS] ShinPD of NJTTW YOF team promotes #SEUNGYOON and #WisePrisonLife with full trailer! for full clip: https://t.co/hjzHgZ19Bu 171115 https://t.co/p4BpotPrqS
positive,@nicolaeliasuk @JamesArthur23 @SimonCowell @NicoleScherzy @rogerwaters This is my #musicvideo The tide is turning #rogerwaters duo A song of #RevolutionaryLove #Revolution Love is the answer Prayer Education Peace Love United we be Love u will see https://t.co/7M6FWaOW7W
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,https://t.co/cp6B9MTiNv all we are saying... #RevolutionaryLove #John&amp;Yoko #standupforsomething #COMETOGETHER 💛
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
positive,My superhero sisters &amp; brothers whose wisdom courage &amp; care keep me going. We come together twice a year to breathe learn and love one another — &amp; help one another love the world even more fiercely. They are my pocket of #RevolutionaryLove. Follow #AuburnSeniorFellows https://t.co/bSJzeuvAEx
neutral,funny~🐷🐴🐷🐴🐷🐴 #RevolutionaryLove #siwon https://t.co/0CDd8b9n0p
neutral,#WisePrisonLife releases character posters: https://t.co/ghsj3Z5Fd9
neutral,#WisePrisonLife 2nd teaser : https://t.co/yg1BCabtnF
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife
positive,But tbh episode 12 of #BecauseThisIsMyFirstLife makes me feels a very mixed feeling about jiho and sehee. while jiho is really in love with sehee sehee still thinking about his past
positive,#BecauseThisIsMyFirstLife is a must-watch because: 1. It will make you reflect about love and marriage. 2. It has like a major story line with 2 sub-stories 3. The characters portray the attitude and point of view of this gen towards relationships 4. KIM MINKYU 5. #4
positive,"Meeting someone in life is actually something astonishing. That's because he brings with him his past present and future. That's because someone's whole life comes along." AWWWW I CANNOT THIS EP 😭 #BecauseThisIsMyFirstLife 😻
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,Turns out Bok Nam is the son of the cafe owner. JH &amp; SH scolded a lot by his father bcs SH break BM bike 😂 #BecauseThisIsMyFirstLife https://t.co/9Af8CKWqf9
positive,Bok Nam smiled when he saw Sae Hee &amp; Ji Hoo together. I think he kind of rooting for them. 💕 #BecauseThisIsMyFirstLife https://t.co/29M7dFCwQn
positive,Yoksi our Bok Nam didn’t disappoint us yet💕💕 He likes seeing them together I think.😘 #BecauseThisIsMyFirstLife #KimMinKyu https://t.co/KX00Obg2dd
neutral,I'm waiting waiting waiting........ 🎤🎤💕😂 #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/1xsNhERfcM
positive,SO THAT'S WHY HE WAS FAMILIAR *mindblown Bok Nam aka Dimple Guy 💕 #BecauseThisIsMyFirstLife https://t.co/8f9eeEM34I
neutral,Isn't this... Racism?!! 😂😂😂😂😂😂😂😂 #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst #BokNam #KimMinggyu https://t.co/GhG2CfCwie
negative,IM SCREAMINGGG..BOKNAM WAS NOT A TOTAL CREEPER &amp; STALKER AT ALL. ..WE ARE ALL WRONG 😱😭😂.ICANT #Becausethisismyfirstlife #Thislifeisourfirst https://t.co/9P0uvfsZZt
neutral,Handshake. #BecauseThisLifeisOurFirst #BecauseThisIsMyFirstLife https://t.co/QDvygMd64f
neutral,still can't move on from this holding hands scene.... i'm in 💕#BecauseThisIsMyFirstLife #LeeMinki #JungSomin https://t.co/I8aK8c9oEk
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,"Meeting someone in life is actually something astonishing. That's because he brings with him his past present and future. That's because someone's whole life comes along." AWWWW I CANNOT THIS EP 😭 #BecauseThisIsMyFirstLife 😻
positive,Ji Ho: “His fragile heart. The heart that might have been broken before. His heart... came to me”. ^This was such a pivotal &amp; turning point for their relationship. His broken heart has fallen in love with Ji Ho. So pure. ❤️ #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/qNo7bILV6G
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
positive,The real MVP goes to Mr Ma #BecauseThisIsMyFirstLife https://t.co/XP7lVQ33MO
negative,Have you ever crying when you watch drama/move not because the story is sad but because the story is so beautiful and touch your heart and soul. #BecauseThisIsMyFirstLife did that to me. Idk why I'm so emotional lately 😭 https://t.co/Y8jbv7Og6W
positive,Awe #KimMinSeok’s IG update reminiscing ‘Shut Up Flower Boy Band’ days with #LeeMinKi &amp; he gets to work with him again in #BecauseThisIsMyFirstLife. It’s so good to see how both have matured so much. https://t.co/TfNuXY7mZN
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,The perks of watching #BecauseThisIsMyFirstLife with the male lead who rarely smiles = when Saehee actually DOES smile because of Jiho or at Jiho my heart melts into a puddle of goo. https://t.co/kCcJG6gg0z
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,Kim Min Suk And Kim Ga Eun’s Romance Faces Turbulence Ahead In “#BecauseThisIsMyFirstLife” https://t.co/7aYPEYMQPk https://t.co/WEO6ERavwN
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/G85n2Eosfx https://t.co/9e66MX9Wz8
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/G85n2Eosfx https://t.co/9e66MX9Wz8
positive,Look. At. That. Smile. I'm dyinggg bye. #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst https://t.co/Zmkn1saZaU
neutral,I just have to make gif of se hee's reaction when he saw his wife 😍❤️ #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst https://t.co/CjZcbie5qN
neutral,Handshake. #BecauseThisLifeisOurFirst #BecauseThisIsMyFirstLife https://t.co/QDvygMd64f
neutral,You may wanna plan for kids after the kisseu See Hee-ssi 😏. #BecauseThisIsMyFirstLife #BecauseThisLifeisOurFirst https://t.co/OUeJwE2FUH
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,This scene is so beautiful I am gonna cry for this later 😭😭😘💕 #BecauseThisIsMyFirstLife https://t.co/UJ6fhlz1cH
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,The perks of watching #BecauseThisIsMyFirstLife with the male lead who rarely smiles = when Saehee actually DOES smile because of Jiho or at Jiho my heart melts into a puddle of goo. https://t.co/kCcJG6gg0z
neutral,#BecauseThisIsMyFirstLife basically SH : that's not how you do a kiss THIS is how you kiss EVERYONE : https://t.co/RTDpLw7DHv
neutral,#BecauseThisIsMyFirstLife is killing me the romance gets me dying and the dialogues and quotes are relatable af https://t.co/iwyWAXgD7H
positive,#BecauseThisIsMyFirstLife is a must-watch because: 1. It will make you reflect about love and marriage. 2. It has like a major story line with 2 sub-stories 3. The characters portray the attitude and point of view of this gen towards relationships 4. KIM MINKYU 5. #4
negative,Lee Min Ki and Jung So Min 's chemistry is above average 💞 #awkwardcouple #BecauseThisIsMyFirstLife
positive,I love everything about this beautiful show. The words spoken and those left unspoken lingering between the lines... yet as clear as if someone screamed them out loud😭💕 #BecauseThisIsMyFirstLife #JungSoMin #LeeMinKi https://t.co/qLKj92YEYT
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,Se Hee’s reading material = Fifty shades book. Lol not sure if anyone else notice the book 😂 #BecauseThisIsMyFirstLife https://t.co/Tkcl5zxpym
negative,My repeat button is already broken 😂😂 i dunno what should i say they’re still doing kissing while talking lol #BecauseThisIsMyFirstLife #ThisLifeIsOurFirst #LeeMinKi #JungSoMin https://t.co/PS22aRVwrG
positive,THAT REAL KISS!!!!!!! SOMEBODY HELP ME....AM GOING CRAZY RIGHT NOW &gt;//////&lt; THESE COUPLE..... THESE LOVELY AWKWARD COUPLE..... #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/N56T6B8dYN
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
positive,Can I just say that #BecauseThisIsMyFirstLife is my 2017 drama. It's very simple but it contains so much heart. And the cast is perfect. I LIVE FOR THE SCRIPT. "It's not like you know all about today just because you lived yesterday". Ugh
neutral,still can't move on from this holding hands scene.... i'm in 💕#BecauseThisIsMyFirstLife #LeeMinki #JungSomin https://t.co/I8aK8c9oEk
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/G85n2Eosfx https://t.co/9e66MX9Wz8
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,still can't move on from this holding hands scene.... i'm in 💕#BecauseThisIsMyFirstLife #LeeMinki #JungSomin https://t.co/I8aK8c9oEk
positive,Awe #KimMinSeok’s IG update reminiscing ‘Shut Up Flower Boy Band’ days with #LeeMinKi &amp; he gets to work with him again in #BecauseThisIsMyFirstLife. It’s so good to see how both have matured so much. https://t.co/TfNuXY7mZN
positive,Awe #KimMinSeok’s IG update reminiscing ‘Shut Up Flower Boy Band’ days with #LeeMinKi &amp; he gets to work with him again in #BecauseThisIsMyFirstLife. It’s so good to see how both have matured so much. https://t.co/TfNuXY7mZN
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,Ho rang and Won-seok are the only couple who has the longest time of dating but they both know nothing about their partner's inner feeling yet ._.)/ What a waste of their 7 years together! #BecauseThisIsMyFirstLife
positive,Awe #KimMinSeok’s IG update reminiscing ‘Shut Up Flower Boy Band’ days with #LeeMinKi &amp; he gets to work with him again in #BecauseThisIsMyFirstLife. It’s so good to see how both have matured so much. https://t.co/TfNuXY7mZN
negative,Ho rang and Won-seok are the only couple who has the longest time of dating but they both know nothing about their partner's inner feeling yet ._.)/ What a waste of their 7 years together! #BecauseThisIsMyFirstLife
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,#BecauseThisIsMyFirstLife writer actually lowkey disses korean culture through this drama. International viewers probably won't get the meaning behind some scenes but she tries to show culture differences through sooji with her western lifestyle and horang with her korean views
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,two couples were upgraded all my faves💞 #20thCenturyBoyAndGirl #BecauseThisIsMyFirstLife https://t.co/XsTRnH20x4
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,Date 👼 #남편 #아내 #Becausethisismyfirstlife #thislifeisourfirst #coupleillustration #husbandandwife #이번생은처음이라 #leeminki #이민기 #jungsomin #정소민 #NamSeHee #YoonJiho #drawing #fanart #illustration https://t.co/3gmhw46urX https://t.co/ZwMWFyizzB
negative,#BecauseThisIsMyFirstLife writer actually lowkey disses korean culture through this drama. International viewers probably won't get the meaning behind some scenes but she tries to show culture differences through sooji with her western lifestyle and horang with her korean views
positive,Can I just say that #BecauseThisIsMyFirstLife is my 2017 drama. It's very simple but it contains so much heart. And the cast is perfect. I LIVE FOR THE SCRIPT. "It's not like you know all about today just because you lived yesterday". Ugh
positive,He turned off the lights ready for sleep but had to look at Jiho's photo (that he secretly took) one more time. AWWWWWWWWWW NAM SAE HEE YOU!!! 🙈💕 #BecauseThisIsMyFirstLife https://t.co/lpA4qfNNfM
positive,The perks of watching #BecauseThisIsMyFirstLife with the male lead who rarely smiles = when Saehee actually DOES smile because of Jiho or at Jiho my heart melts into a puddle of goo. https://t.co/kCcJG6gg0z
neutral,Handshake. #BecauseThisLifeisOurFirst #BecauseThisIsMyFirstLife https://t.co/QDvygMd64f
neutral,Why is it not monday yet #BecauseThisIsMyFirstLife https://t.co/eJE4PVFSP0
neutral,These two are so cute together #BecauseThisIsMyFirstLife https://t.co/OcVl1jvO0F
positive,But tbh episode 12 of #BecauseThisIsMyFirstLife makes me feels a very mixed feeling about jiho and sehee. while jiho is really in love with sehee sehee still thinking about his past
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/G85n2Eosfx https://t.co/9e66MX9Wz8
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/CVm9hGX79b https://t.co/hcCSm8qWkw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,Mr. Robot 🤖🤖 #BecauseThisIsMyFirstLife https://t.co/8eGZRxuwwp
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,Can I just say that #BecauseThisIsMyFirstLife is my 2017 drama. It's very simple but it contains so much heart. And the cast is perfect. I LIVE FOR THE SCRIPT. "It's not like you know all about today just because you lived yesterday". Ugh
neutral,SE HEE THE ROBOT GUY BUT NOT ANYMORE ASKED JIHO IF SHE WANTED TO SLEEP TOGETHER WITH HIM #BecauseThisIsMyFirstLife #Thislifeisourfirst https://t.co/p1n88RoftE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,SE HEE THE ROBOT GUY BUT NOT ANYMORE ASKED JIHO IF SHE WANTED TO SLEEP TOGETHER WITH HIM #BecauseThisIsMyFirstLife #Thislifeisourfirst https://t.co/p1n88RoftE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,What happen to me after watching ep 11 #BecauseThisIsMyFirstLife https://t.co/eltO7KjcAz
neutral,Handshake. #BecauseThisLifeisOurFirst #BecauseThisIsMyFirstLife https://t.co/QDvygMd64f
positive,Can I just say that #BecauseThisIsMyFirstLife is my 2017 drama. It's very simple but it contains so much heart. And the cast is perfect. I LIVE FOR THE SCRIPT. "It's not like you know all about today just because you lived yesterday". Ugh
positive,Someone suddenly looks so happy! That smile tells all! #BecauseThisIsMyFirstLife https://t.co/g9gwRlcH1E
positive,Can I just say that #BecauseThisIsMyFirstLife is my 2017 drama. It's very simple but it contains so much heart. And the cast is perfect. I LIVE FOR THE SCRIPT. "It's not like you know all about today just because you lived yesterday". Ugh
neutral,I'm waiting waiting waiting........ 🎤🎤💕😂 #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/1xsNhERfcM
neutral,Jiho ya ottokhanya?? Ur rival ((sehee ex wife)) is a ceo in a company who will ask jiho for writing drama again ASRRGHHH WHY ;; #BecauseThisIsMyFirstLife
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,Awe #KimMinSeok’s IG update reminiscing ‘Shut Up Flower Boy Band’ days with #LeeMinKi &amp; he gets to work with him again in #BecauseThisIsMyFirstLife. It’s so good to see how both have matured so much. https://t.co/TfNuXY7mZN
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
neutral,I'm waiting waiting waiting........ 🎤🎤💕😂 #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/1xsNhERfcM
positive,"Watching these two oddballs date each other while married and living under the same roof is a riot and all the sweetness is probably going to give me cavities. " 😍😍😍😍😍 #BecauseThisIsMyFirstLife https://t.co/aom131OcJ2
neutral,What happen to me after watching ep 11 #BecauseThisIsMyFirstLife https://t.co/eltO7KjcAz
positive,Can I just say that #BecauseThisIsMyFirstLife is my 2017 drama. It's very simple but it contains so much heart. And the cast is perfect. I LIVE FOR THE SCRIPT. "It's not like you know all about today just because you lived yesterday". Ugh
positive,Saehee "Just like you say i'll live with happiness live as i want. I want to be happy with her *eyes on jiho* she's beautiful my heart flutters i want to have my happiness" #BecauseThisIsMyFirstLife #LeeMinKi https://t.co/TBnNlUSeHa
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,Preview EP.3-4 : MoneyFlower - 돈꽃 . Cr.https://t.co/RZQ8GOFh3h . #장혁 #janghyuk #จางฮยอก #장혁태국 #janghyukthailand #HyukSpam #KangPilJu #MoneyFlower #돈꽃 #ParkSeYoung #NaMoYeon #MBC https://t.co/dtRmNTO4f0
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
neutral,Oh no! #JungSoMin cries on her wedding day. That's not the reaction she should have in #BecauseThisIsMyFirstLife: https://t.co/Rju919VM2a https://t.co/oZWiwAAjXU
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
positive,when i see oppa #BecauseThisIsMyFirstLife watch latest ep 👉🏻 https://t.co/biAFVDO4qB https://t.co/51oUREH6BE
negative,What a little peck can do. Do it. #BecauseThisIsMyFirstLife https://t.co/OmnLfc637C
negative,What a little peck can do. Do it. #BecauseThisIsMyFirstLife https://t.co/DjoXwnRGN2
positive,Dating SeHee be like: Me: I want ice cream. SeHee: ice cream is called ice cream but it’s not actually ice cream. It was discovered by mistake in a sugar and milk factory...Do you also know that you don’t feel better because you take ice cream.. #BecauseThisIsMyFirstLife
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,Ho rang and Won-seok are the only couple who has the longest time of dating but they both know nothing about their partner's inner feeling yet ._.)/ What a waste of their 7 years together! #BecauseThisIsMyFirstLife
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,#BecauseThisIsMyFirstLife Mom and Dad with their child Kitty 👦🐈👧 https://t.co/hRWhA80ZRl
negative,7 Things We Loved And 3 Things We Hated About #BecauseThisIsMyFirstLife Episodes 11 And 12 https://t.co/G85n2Eosfx https://t.co/9e66MX9Wz8
neutral,RELEASE THAT BEN OST!! @CJnDrama #BecauseThisIsMyFirstLife #ThisLifeIsOurFirst #BTIMFL
negative,the horang x wonseok's date was so heartbreaking bc they both knew they're about to break up but they still decided to go? yes they love each other but it's not working out anymore and they knew it but still they went on that date! :( #becausethisismyfirstlife #thislifeisourfirst
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,A man in his 30th who got a new lover ㅋㅋㅋㅋㅋㅋ his expression is on top😆 Mr. Robot Nam SaeHee 😂😂 #BecauseThisIsMyFirstLife #LeeMinKi #JungSoMin https://t.co/5LupckZeWd
positive,#BecauseThisIsMyFirstLife Mom and Dad with their child Kitty 👦🐈👧 https://t.co/hRWhA80ZRl
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
negative,"The fact that someone comes to you is actually a tremendous thing. Because he and his past and the present and also his future come with him. Because his life comes with him. It’s easily broken and therefore could have broken the heart that comes." #BecauseThisIsMyFirstLife https://t.co/MJtgUyDoXw
positive,Awe #KimMinSeok’s IG update reminiscing ‘Shut Up Flower Boy Band’ days with #LeeMinKi &amp; he gets to work with him again in #BecauseThisIsMyFirstLife. It’s so good to see how both have matured so much. https://t.co/TfNuXY7mZN
